Year,Fresno County,Los Angeles County,San Francisco County,Shasta County
2014,0.09134505594885489,0.5113544854243868,2.382335851249273,-0.5312084993359889
2015,0.5019393109742198,-0.05608300284420942,2.5160802118804337,-0.9345794392523366
2016,1.0215664018161208,1.0341095835504355,2.5650489020114353,0.13477088948787852
2017,0.0674157303370837,1.0929503709287136,1.5653112630442667,-0.2691790040376896
2018,0.6961598922075041,0.7809280879034652,1.966341895482726,0.13495276653170407
